Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Software Engineer I,"Macon, GA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57577,63082,69129,75797,81868
Software Engineer I,"Kansas City, KS","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60581,66374,72736,79752,86140
Software Engineer I,"Sunnyvale, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",77446,84852,92986,101955,110121
Software Engineer I,"Pomona, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68813,75393,82620,90589,97845
Software Engineer I,"Killeen, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55986,61339,67219,73703,79606
Software Engineer I,"Escondido, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66225,72557,79513,87182,94165
Software Engineer I,"Pasadena, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",63022,69048,75667,82966,89611
Software Engineer I,"Naperville, IL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",64290,70438,77190,84635,91414
Software Engineer I,"Bellevue, WA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",67474,73926,81012,88826,95941
Software Engineer I,"Joliet, IL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",63843,69948,76653,84047,90779
Software Engineer I,"Murfreesboro, TN","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56918,62360,68338,74930,80931
Software Engineer I,"Midland, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55088,60356,66142,72522,78330
Software Engineer I,"Rockford, IL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60772,66583,72966,80004,86412
Software Engineer I,"Paterson, NJ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",71152,77955,85428,93668,101171
Software Engineer I,"Savannah, GA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57986,63530,69621,76336,82450
Software Engineer I,"Bridgeport, CT","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",70102,76806,84169,92287,99679
Software Engineer I,"Torrance, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68807,75386,82613,90581,97836
Software Engineer I,"Mcallen, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",53071,58145,63719,69865,75461
Software Engineer I,"Syracuse, NY","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60824,66641,73029,80073,86486
Software Engineer I,"Surprise, AZ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60425,66203,72549,79547,85919
Software Engineer I,"Denton, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60207,65964,72288,79261,85609
Software Engineer I,"Roseville, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66529,72891,79879,87584,94598
Software Engineer I,"Thornton, CO","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",62407,68375,74929,82157,88737
Software Engineer I,"Pasadena, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69793,76466,83797,91879,99238
Software Engineer I,"Mesquite, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61243,67100,73532,80625,87082
Software Engineer I,"Olathe, KS","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60201,65957,72280,79252,85599
Software Engineer I,"Dayton, OH","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59988,65724,72025,78972,85297
Software Engineer I,"Carrollton, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61145,66991,73413,80495,86942
Software Engineer I,"Waco, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56136,61504,67400,73901,79820
Software Engineer I,"Orange, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68807,75386,82613,90581,97836
Software Engineer I,"Fullerton, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",68961,75555,82798,90784,98056
Software Engineer I,"Charleston, SC","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58602,64206,70361,77148,83327
Software Engineer I,"Visalia, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61019,66854,73262,80329,86763
Software Engineer I,"Hampton, VA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57810,63338,69409,76104,82200
Software Engineer I,"Gainesville, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56150,61519,67416,73919,79840
Software Engineer I,"Warren, MI","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",62765,68767,75359,82628,89246
Software Engineer I,"Coral Springs, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59927,65657,71951,78891,85210
Software Engineer I,"Cedar Rapids, IA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58550,64149,70299,77079,83253
Software Engineer I,"Round Rock, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60462,66243,72593,79595,85970
Software Engineer I,"Sterling Heights, MI","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",62568,68551,75122,82368,88965
Software Engineer I,"Kent, WA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65306,71551,78410,85973,92859
Software Engineer I,"Columbia, SC","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57183,62651,68657,75279,81308
Software Engineer I,"Santa Clara, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",77446,84852,92986,101955,110121
Software Engineer I,"New Haven, CT","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66875,73270,80294,88038,95090
Software Engineer I,"Stamford, CT","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",71013,77804,85262,93486,100974
Software Engineer I,"Concord, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69202,75819,83087,91101,98398
Software Engineer I,"Elizabeth, NJ","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",70473,77212,84613,92775,100205
Software Engineer I,"Athens, GA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60611,66407,72773,79792,86183
Software Engineer I,"Thousand Oaks, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",67155,73576,80629,88406,95487
Software Engineer I,"Lafayette, LA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56697,62119,68074,74640,80618
Software Engineer I,"Simi Valley, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",67667,74137,81244,89081,96216
Software Engineer I,"Topeka, KS","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57693,63209,69269,75950,82033
Software Engineer I,"Norman, OK","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56002,61357,67239,73724,79629
Software Engineer I,"Fargo, ND","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",57896,63432,69513,76218,82323
Software Engineer I,"Wilmington, NC","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56286,61668,67579,74098,80033
Software Engineer I,"Abilene, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56279,61661,67572,74090,80024
Software Engineer I,"Odessa, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55088,60356,66142,72522,78330
Software Engineer I,"Columbia, MO","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60085,65831,72141,79100,85435
Software Engineer I,"Pearland, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",63055,69085,75707,83010,89658
Software Engineer I,"Victorville, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",65485,71747,78624,86208,93113
Software Engineer I,"Hartford, CT","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",66326,72668,79634,87315,94309
Software Engineer I,"Vallejo, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69350,75981,83265,91296,98608
Software Engineer I,"Allentown, PA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",62191,68138,74670,81872,88430
Software Engineer I,"Berkeley, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",73435,80457,88170,96674,104417
Software Engineer I,"Richardson, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",61177,67027,73453,80538,86988
Software Engineer I,"Arvada, CO","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",62407,68375,74929,82157,88737
Software Engineer I,"Ann Arbor, MI","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",63678,69768,76456,83830,90545
Software Engineer I,"Rochester, MN","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59766,65481,71758,78680,84981
Software Engineer I,"Cambridge, MA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69529,76177,83480,91532,98863
Software Engineer I,"Sugar Land, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",63055,69085,75707,83010,89658
Software Engineer I,"Lansing, MI","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59735,65447,71721,78639,84938
Software Engineer I,"Evansville, IN","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58326,63904,70030,76784,82934
Software Engineer I,"College Station, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",55255,60539,66342,72741,78567
Software Engineer I,"Fairfield, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",69152,75765,83028,91036,98328
Software Engineer I,"Clearwater, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58679,64290,70453,77249,83436
Software Engineer I,"Beaumont, TX","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",59852,65576,71862,78793,85104
Software Engineer I,"Independence, MO","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",60454,66234,72584,79585,85959
Software Engineer I,"Provo, UT","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56495,61898,67831,74374,80331
Software Engineer I,"West Jordan, UT","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",58430,64017,70154,76921,83082
Software Engineer I,"Murrieta, CA","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",67303,73738,80807,88601,95698
Software Engineer I,"Palm Bay, FL","Software Engineer I designs and develops software applications. Performs coding, debugging, testing and troubleshooting throughout the application development process. Being a Software Engineer I requires a bachelor&#39;s degree. Typically reports to a manager. The Software Engineer I works on projects/matters of limited complexity in a support role. Work is closely managed. To be a Software Engineer I typically requires 0-2 years of related experience.",56366,61756,67676,74203,80147
